Year,Month,ZIP,Customer Type,Monthly Usage (kWh)
2015,10,"37219
(36.167467, -86.783669)",COMMERCIAL,216867
2015,9,"37213
(36.167552, -86.767564)",COMMERCIAL,153407
2016,4,37076,OUTDOOR LIGHTING,0
2016,4,37214,COMMERCIAL,1149364
2016,1,"37208
(36.176427, -86.805176)",COMMERCIAL,939818
2016,1,"37206
(36.18095, -86.739624)",RESIDENTIAL,4032207
2016,1,"37015
(36.29003, -87.070106)",RESIDENTIAL,833727
2016,1,"37217
(36.106646, -86.667608)",COMMERCIAL,10306428
2016,1,"37218
(36.210699, -86.866798)",OUTDOOR LIGHTING,0
2016,1,"37075
(36.323052, -86.60557)",OUTDOOR LIGHTING,37251
2016,1,"37135
(35.946013, -86.661944)",COMMERCIAL,6754
2016,1,"37066
(36.387698, -86.459057)",COMMERCIAL,302616
2016,1,"37205
(36.112469, -86.867263)",COMMERCIAL,849412
2016,1,"37209
(36.149599, -86.874487)",COMMERCIAL,2140612
2016,1,"37080
(36.331509, -86.915843)",COMMERCIAL,511764
2016,1,"37206
(36.18095, -86.739624)",OUTDOOR LIGHTING,1347
2016,1,"37205
(36.112469, -86.867263)",RESIDENTIAL,7313534
2016,1,"37214
(36.168995, -86.667231)",COMMERCIAL,24607165
2016,1,"37243
(36.166899, -86.77672)",RESIDENTIAL,16520
2016,1,"37138
(36.239455, -86.611783)",OUTDOOR LIGHTING,800
2016,1,"37204
(36.109305, -86.776748)",COMMERCIAL,13104069
2016,1,"37066
(36.387698, -86.459057)",COMMERCIAL,28179
2016,1,"37204
(36.109305, -86.776748)",RESIDENTIAL,2167596
2016,1,"37242
(36.165017, -86.782171)",COMMERCIAL,336000
2016,1,"37218
(36.210699, -86.866798)",COMMERCIAL,4981004
2016,1,"37216
(36.216134, -86.726204)",COMMERCIAL,637662
2016,1,"37207
(36.224945, -86.775061)",COMMERCIAL,13206729
2016,1,"37207
(36.224945, -86.775061)",OUTDOOR LIGHTING,179
2016,1,"37220
(36.06788, -86.776955)",OUTDOOR LIGHTING,700
2016,1,"37221
(36.064367, -86.96029)",OUTDOOR LIGHTING,6302
2016,1,"37218
(36.210699, -86.866798)",COMMERCIAL,502996
2016,1,"37220
(36.06788, -86.776955)",RESIDENTIAL,2271351
2016,1,"37115
(36.262567, -86.704171)",OUTDOOR LIGHTING,256
2016,1,"37216
(36.216134, -86.726204)",OUTDOOR LIGHTING,1640
2016,1,"37221
(36.064367, -86.96029)",RESIDENTIAL,6205021
2016,1,"37216
(36.216134, -86.726204)",COMMERCIAL,2888524
2016,1,"37217
(36.106646, -86.667608)",OUTDOOR LIGHTING,466
2016,1,"37086
(36.014912, -86.5643)",RESIDENTIAL,4501305
2016,1,"37217
(36.106646, -86.667608)",RESIDENTIAL,3889596
2016,1,"37072
(36.350389, -86.731255)",RESIDENTIAL,7743213
2016,1,"37135
(35.946013, -86.661944)",RESIDENTIAL,181014
2016,1,"37213
(36.167552, -86.767564)",COMMERCIAL,171601
2016,1,"37189
(36.279393, -86.826731)",COMMERCIAL,1069447
2016,1,"37027
(36.00245, -86.778709)",RESIDENTIAL,6808721
2016,1,"37204
(36.109305, -86.776748)",OUTDOOR LIGHTING,8669
2016,1,"37152
(36.396526, -86.765833)",COMMERCIAL,51720
2016,1,"37076
(36.175185, -86.5933)",COMMERCIAL,6639860
2016,1,"37220
(36.06788, -86.776955)",COMMERCIAL,259361
2016,1,"37211
(36.069132, -86.724578)",RESIDENTIAL,8287184
2016,1,"37080
(36.331509, -86.915843)",RESIDENTIAL,1883052
2016,1,"37189
(36.279393, -86.826731)",COMMERCIAL,1599527
2016,1,"37207
(36.224945, -86.775061)",COMMERCIAL,1540869
2016,1,"37212
(36.133256, -86.801456)",RESIDENTIAL,1625581
2016,1,"37213
(36.167552, -86.767564)",RESIDENTIAL,461
2016,1,"37228
(36.193837, -86.803025)",RESIDENTIAL,46367
2016,1,"37204
(36.109305, -86.776748)",COMMERCIAL,1506851
2016,1,"37208
(36.176427, -86.805176)",COMMERCIAL,15076687
2016,1,"37013
(36.049335, -86.641832)",COMMERCIAL,12725654
2016,1,"37152
(36.396526, -86.765833)",COMMERCIAL,13026
2016,1,"37027
(36.00245, -86.778709)",COMMERCIAL,1017274
2016,1,"37080
(36.331509, -86.915843)",OUTDOOR LIGHTING,0
2016,1,"37086
(36.014912, -86.5643)",COMMERCIAL,655683
2016,1,"37215
(36.091316, -86.827959)",COMMERCIAL,4854011
2016,1,"37210
(36.140869, -86.738847)",SEASONAL CUSTOMER,8200
2016,1,"37015
(36.29003, -87.070106)",COMMERCIAL,5035
2016,1,"37143
(36.12259, -87.03587)",COMMERCIAL,28054
2016,1,"37212
(36.133256, -86.801456)",SEASONAL CUSTOMER,0
2016,1,"37152
(36.396526, -86.765833)",RESIDENTIAL,8114
2016,1,"37228
(36.193837, -86.803025)",COMMERCIAL,4938048
2016,1,"37075
(36.323052, -86.60557)",COMMERCIAL,8221125
2016,1,"37215
(36.091316, -86.827959)",OUTDOOR LIGHTING,3411
2016,1,"37209
(36.149599, -86.874487)",COMMERCIAL,25251510
2016,1,"37073
(36.42764, -86.812249)",RESIDENTIAL,88599
2016,1,"37201
(36.164553, -86.776977)",COMMERCIAL,184315
2016,1,"37076
(36.175185, -86.5933)",COMMERCIAL,1000319
2016,1,"37080
(36.331509, -86.915843)",COMMERCIAL,261735
2016,1,"37203
(36.150195, -86.790206)",COMMERCIAL,2040109
2016,1,"37209
(36.149599, -86.874487)",OUTDOOR LIGHTING,9741
2016,1,"37205
(36.112469, -86.867263)",OUTDOOR LIGHTING,4319
2016,1,"37013
(36.049335, -86.641832)",RESIDENTIAL,10101618
2016,1,"37234
(36.159965, -86.783617)",COMMERCIAL,40
2016,1,"37215
(36.091316, -86.827959)",COMMERCIAL,1219238
2016,1,"37072
(36.350389, -86.731255)",COMMERCIAL,1388802
2016,1,"37214
(36.168995, -86.667231)",COMMERCIAL,1379797
2016,1,"37189
(36.279393, -86.826731)",RESIDENTIAL,1186010
2016,1,"37076
(36.175185, -86.5933)",RESIDENTIAL,6307370
2016,1,"37228
(36.193837, -86.803025)",COMMERCIAL,230295
2016,1,"37069
(35.985493, -86.899213)",RESIDENTIAL,511155
2016,1,"37221
(36.064367, -86.96029)",COMMERCIAL,3461093
2016,1,"37210
(36.140869, -86.738847)",COMMERCIAL,22081204
2016,1,"37212
(36.133256, -86.801456)",COMMERCIAL,851735
2016,1,"37210
(36.140869, -86.738847)",OUTDOOR LIGHTING,9113
2016,1,"37015
(36.29003, -87.070106)",COMMERCIAL,66277
2016,1,"37206
(36.18095, -86.739624)",COMMERCIAL,3231976
2016,1,"37086
(36.014912, -86.5643)",OUTDOOR LIGHTING,6371
2016,1,"37138
(36.239455, -86.611783)",RESIDENTIAL,4682562
2016,1,"37064
(35.889628, -86.926986)",RESIDENTIAL,8291
2016,1,"37072
(36.350389, -86.731255)",SEASONAL CUSTOMER,0
2016,1,"37211
(36.069132, -86.724578)",COMMERCIAL,16076239
2016,1,"37217
(36.106646, -86.667608)",COMMERCIAL,1412630
2016,1,"37219
(36.167467, -86.783669)",COMMERCIAL,263592
2016,2,37080,COMMERCIAL,529335
2016,1,"37082
(36.08832, -87.117051)",RESIDENTIAL,37338
2016,1,"37069
(35.985493, -86.899213)",COMMERCIAL,5624
2016,1,"37211
(36.069132, -86.724578)",OUTDOOR LIGHTING,1660
2016,1,"37138
(36.239455, -86.611783)",COMMERCIAL,21379001
2016,1,"37115
(36.262567, -86.704171)",COMMERCIAL,1685462
2016,1,"37069
(35.985493, -86.899213)",COMMERCIAL,66040
2016,1,"37086
(36.014912, -86.5643)",COMMERCIAL,17271503
2016,1,"37138
(36.239455, -86.611783)",COMMERCIAL,504044
2016,1,"37207
(36.224945, -86.775061)",RESIDENTIAL,9398417
2016,1,"37082
(36.08832, -87.117051)",COMMERCIAL,464
2016,1,"37202
(36.158527, -86.782923)",COMMERCIAL,16600
2016,1,"37072
(36.350389, -86.731255)",OUTDOOR LIGHTING,966
2016,1,"37013
(36.049335, -86.641832)",OUTDOOR LIGHTING,3895
2016,1,"37238
(36.166067, -86.779698)",COMMERCIAL,249000
2016,1,"37221
(36.064367, -86.96029)",COMMERCIAL,970257
2016,1,"37027
(36.00245, -86.778709)",COMMERCIAL,10371052
2016,1,,COMMERCIAL,504000
2016,1,"37219
(36.167467, -86.783669)",RESIDENTIAL,31709
2016,1,"37210
(36.140869, -86.738847)",RESIDENTIAL,2489765
2016,1,"37189
(36.279393, -86.826731)",OUTDOOR LIGHTING,0
2016,1,"37209
(36.149599, -86.874487)",RESIDENTIAL,4825946
2016,1,"37210
(36.140869, -86.738847)",COMMERCIAL,2396213
2016,1,"37208
(36.176427, -86.805176)",RESIDENTIAL,3010153
2016,1,"37213
(36.167552, -86.767564)",COMMERCIAL,3862540
2016,1,"37219
(36.167467, -86.783669)",COMMERCIAL,7105235
2016,1,"37214
(36.168995, -86.667231)",RESIDENTIAL,6709175
2016,1,"37228
(36.193837, -86.803025)",OUTDOOR LIGHTING,248
2016,1,"37216
(36.216134, -86.726204)",RESIDENTIAL,4295456
2016,1,"37205
(36.112469, -86.867263)",SEASONAL CUSTOMER,640
2016,1,"37229
(36.166687, -86.779932)",COMMERCIAL,868600
2016,1,"37066
(36.387698, -86.459057)",RESIDENTIAL,448305
2016,1,"37013
(36.049335, -86.641832)",COMMERCIAL,1444978
2016,1,"37075
(36.323052, -86.60557)",COMMERCIAL,1883775
2016,1,"37086
(36.014912, -86.5643)",SEASONAL CUSTOMER,2157
2016,1,"37218
(36.210699, -86.866798)",RESIDENTIAL,5304096
2016,1,"37211
(36.069132, -86.724578)",COMMERCIAL,2863788
2016,1,"37073
(36.42764, -86.812249)",COMMERCIAL,40553
2016,1,"37115
(36.262567, -86.704171)",RESIDENTIAL,8214641
2016,1,"37203
(36.150195, -86.790206)",COMMERCIAL,54399292
2016,1,"37115
(36.262567, -86.704171)",COMMERCIAL,9216844
2016,1,"37243
(36.166899, -86.77672)",COMMERCIAL,2276240
2016,1,"37227
(36.129798, -86.666977)",COMMERCIAL,865
2016,1,"37076
(36.175185, -86.5933)",OUTDOOR LIGHTING,0
2016,1,"37214
(36.168995, -86.667231)",OUTDOOR LIGHTING,3727
2016,1,"37075
(36.323052, -86.60557)",RESIDENTIAL,8262688
2016,1,"37212
(36.133256, -86.801456)",OUTDOOR LIGHTING,26295
2016,1,"37220
(36.06788, -86.776955)",COMMERCIAL,1576115
2016,1,"37208
(36.176427, -86.805176)",OUTDOOR LIGHTING,83404
2016,1,"37203
(36.150195, -86.790206)",OUTDOOR LIGHTING,586
2016,1,"37203
(36.150195, -86.790206)",RESIDENTIAL,965556
2016,1,"37201
(36.164553, -86.776977)",COMMERCIAL,8019309
2016,1,"37243
(36.166899, -86.77672)",COMMERCIAL,79410
2016,1,"37122
(36.187906, -86.500085)",RESIDENTIAL,656651
2016,1,"37215
(36.091316, -86.827959)",RESIDENTIAL,6650559
2016,1,"37073
(36.42764, -86.812249)",COMMERCIAL,44160
2016,1,"37201
(36.164553, -86.776977)",RESIDENTIAL,62057
2016,1,"37122
(36.187906, -86.500085)",COMMERCIAL,5487
2016,1,"37072
(36.350389, -86.731255)",COMMERCIAL,8762927
2016,1,"37206
(36.18095, -86.739624)",COMMERCIAL,970756
2016,1,"37027
(36.00245, -86.778709)",OUTDOOR LIGHTING,10125
2016,1,"37205
(36.112469, -86.867263)",COMMERCIAL,8924418
2016,1,"37143
(36.12259, -87.03587)",RESIDENTIAL,669125
2016,1,"37212
(36.133256, -86.801456)",COMMERCIAL,8600118
2015,8,,COMCOMM > 50 KW,8257562
2015,8,"37208
(36.176427, -86.805176)",OLMOLB METERED,21281
2015,8,"37204
(36.109305, -86.776748)",COMCOMM > 50 KW,6517747
2015,8,"37242
(36.165017, -86.782171)",COMCOMM > 50 KW,398400
2015,8,,COMCOMM > 50 KW,31900
2015,8,,RESRESIDENTIAL                SRSRESID. SUPPL.,181220
2015,8,,COMCOMM =< 50 KW              COMCOMM 3-PHASE,2148
2015,8,,COMCOMM > 50 KW,7483595
2015,8,,RESRESIDENTIAL                SRSRESID. SUPPL.,8247410
2015,8,"37206
(36.18095, -86.739624)",OLMOLB METERED,2303
2015,8,"37066
(36.387698, -86.459057)",RESRESIDENTIAL                SRSRESID. SUPPL.,669084
2015,8,"37210
(36.140869, -86.738847)",COMCOMM > 50 KW,10749731
2015,8,"37214
(36.168995, -86.667231)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1656933
2015,8,"37205
(36.112469, -86.867263)",COMCOMM > 50 KW,9106796
2015,8,"37234
(36.159965, -86.783617)",COMCOMM > 50 KW,40
2015,8,"37201
(36.164553, -86.776977)",RESRESIDENTIAL                SRSRESID. SUPPL.,63398
2015,8,"37203
(36.150195, -86.790206)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,2970048
2015,8,"37013
(36.049335, -86.641832)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1266980
2015,8,"37189
(36.279393, -86.826731)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1072968
2015,8,"37221
(36.064367, -86.96029)",RESRESIDENTIAL                SRSRESID. SUPPL.,9846069
2015,8,"37205
(36.112469, -86.867263)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1119183
2015,8,"37075
(36.323052, -86.60557)",RESRESIDENTIAL                SRSRESID. SUPPL.,10546344
2015,8,"37206
(36.18095, -86.739624)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1313389
2015,8,"37209
(36.149599, -86.874487)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,2960268
2015,8,"37138
(36.239455, -86.611783)",COMCOMM > 50 KW,1369193
2015,8,"37228
(36.193837, -86.803025)",COMCOMM > 50 KW,6129815
2015,8,"37218
(36.210699, -86.866798)",RESRESIDENTIAL                SRSRESID. SUPPL.,4726591
2015,8,"37138
(36.239455, -86.611783)",OLMOLB METERED,2077
2015,8,"37214
(36.168995, -86.667231)",OLMOLB METERED,6833
2015,8,"37189
(36.279393, -86.826731)",RESRESIDENTIAL                SRSRESID. SUPPL.,1072206
2015,8,"37218
(36.210699, -86.866798)",OLMOLB METERED,0
2015,8,"37209
(36.149599, -86.874487)",COMCOMM > 50 KW,12423075
2015,8,"37220
(36.06788, -86.776955)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,105202
2015,8,"37143
(36.12259, -87.03587)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,30339
2015,2,,RESRESIDENTIAL                SRSRESID. SUPPL.,9515213
2015,8,"37072
(36.350389, -86.731255)",COMCOMM > 50 KW,6467723
2015,8,"37229
(36.166687, -86.779932)",COMCOMM > 50 KW,347700
2015,8,"37212
(36.133256, -86.801456)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1264719
2015,8,"37072
(36.350389, -86.731255)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1790369
2015,8,"37210
(36.140869, -86.738847)",SEASEAS > 50 KW,0
2015,8,"37027
(36.00245, -86.778709)",OLMOLB METERED,16749
2015,8,"37209
(36.149599, -86.874487)",RESRESIDENTIAL                SRSRESID. SUPPL.,5674119
2015,8,"37189
(36.279393, -86.826731)",COMCOMM > 50 KW,1607902
2015,8,"37073
(36.42764, -86.812249)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,23143
2015,8,"37212
(36.133256, -86.801456)",COMCOMM > 50 KW,11999926
2015,8,"37212
(36.133256, -86.801456)",RESRESIDENTIAL                SRSRESID. SUPPL.,2569066
2015,8,"37214
(36.168995, -86.667231)",COMCOMM > 50 KW,12922243
2015,8,"37212
(36.133256, -86.801456)",SEASEAS > 50 KW,0
2015,8,"37015
(36.29003, -87.070106)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,67230
2015,8,"37214
(36.168995, -86.667231)",RESRESIDENTIAL                SRSRESID. SUPPL.,5472095
2015,8,"37243
(36.166899, -86.77672)",COMCOMM > 50 KW,2437380
2015,8,"37206
(36.18095, -86.739624)",RESRESIDENTIAL                SRSRESID. SUPPL.,3840508
2015,8,"37066
(36.387698, -86.459057)",COMCOMM > 50 KW,69268
2015,8,"37027
(36.00245, -86.778709)",COMCOMM > 50 KW,8643173
2015,8,"37238
(36.166067, -86.779698)",COMCOMM > 50 KW,99000
2015,8,"37138
(36.239455, -86.611783)",RESRESIDENTIAL                SRSRESID. SUPPL.,4549173
2015,8,"37221
(36.064367, -86.96029)",OLMOLB METERED,8408
2015,8,"37228
(36.193837, -86.803025)",RESRESIDENTIAL                SRSRESID. SUPPL.,44267
2015,8,"37189
(36.279393, -86.826731)",OLMOLB METERED,0
2015,8,"37115
(36.262567, -86.704171)",RESRESIDENTIAL                SRSRESID. SUPPL.,7178130
2015,8,"37082
(36.08832, -87.117051)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,585
2015,8,"37209
(36.149599, -86.874487)",OLMOLB METERED,13963
2015,8,"37228
(36.193837, -86.803025)",OLMOLB METERED,606
2015,8,"37217
(36.106646, -86.667608)",RESRESIDENTIAL                SRSRESID. SUPPL.,1034845
2016,4,37064,RESIDENTIAL,6476
2015,8,"37217
(36.106646, -86.667608)",OLMOLB METERED,1938
2015,8,"37243
(36.166899, -86.77672)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,121536
2015,8,,COMCOMM =< 50 KW              COMCOMM 3-PHASE,292054
2015,8,,COMCOMM =< 50 KW              COMCOMM 3-PHASE,1069391
2015,8,"37082
(36.08832, -87.117051)",RESRESIDENTIAL                SRSRESID. SUPPL.,34344
2015,8,"37211
(36.069132, -86.724578)",OLMOLB METERED,14300
2015,8,"37075
(36.323052, -86.60557)",COMCOMM > 50 KW,9283580
2015,8,"37080
(36.331509, -86.915843)",OLMOLB METERED,2400
2015,8,"37076
(36.175185, -86.5933)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1126839
2015,8,,RESRESIDENTIAL                SRSRESID. SUPPL.,4052822
2015,8,"37075
(36.323052, -86.60557)",OLMOLB METERED,52460
2015,8,"37086
(36.014912, -86.5643)",RESRESIDENTIAL                SRSRESID. SUPPL.,2746212
2015,8,"37228
(36.193837, -86.803025)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,263936
2015,8,"37243
(36.166899, -86.77672)",RESRESIDENTIAL                SRSRESID. SUPPL.,26771
2015,8,"37216
(36.216134, -86.726204)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,865821
2015,8,"37205
(36.112469, -86.867263)",SEASEAS > 50 KW,34400
2015,8,"37215
(36.091316, -86.827959)",RESRESIDENTIAL                SRSRESID. SUPPL.,10749352
2015,8,,COMCOMM > 50 KW,684000
2015,8,"37069
(35.985493, -86.899213)",COMCOMM > 50 KW,90560
2015,8,"37122
(36.187906, -86.500085)",RESRESIDENTIAL                SRSRESID. SUPPL.,696362
2015,8,"37212
(36.133256, -86.801456)",OLMOLB METERED,41654
2015,8,"37203
(36.150195, -86.790206)",COMCOMM > 50 KW,34673669
2015,8,"37152
(36.396526, -86.765833)",RESRESIDENTIAL                SRSRESID. SUPPL.,8013
2015,8,"37013
(36.049335, -86.641832)",RESRESIDENTIAL                SRSRESID. SUPPL.,7087647
2015,8,"37203
(36.150195, -86.790206)",RESRESIDENTIAL                SRSRESID. SUPPL.,1115691
2015,8,"37152
(36.396526, -86.765833)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,25897
2015,8,"37211
(36.069132, -86.724578)",COMCOMM > 50 KW,14581424
2015,4,,COMCOMM =< 50 KW              COMCOMM 3-PHASE,4852
2015,8,"37115
(36.262567, -86.704171)",COMCOMM > 50 KW,10573874
2015,8,"37013
(36.049335, -86.641832)",OLMOLB METERED,3970
2015,8,"37064
(35.889628, -86.926986)",RESRESIDENTIAL                SRSRESID. SUPPL.,6944
2015,2,,COMCOMM =< 50 KW              COMCOMM 3-PHASE,7160
2015,8,"37138
(36.239455, -86.611783)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,582506
2015,8,"37207
(36.224945, -86.775061)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,2022349
2015,8,"37206
(36.18095, -86.739624)",COMCOMM > 50 KW,3450527
2015,8,"37215
(36.091316, -86.827959)",COMCOMM > 50 KW,6435801
2015,8,"37219
(36.167467, -86.783669)",RESRESIDENTIAL                SRSRESID. SUPPL.,32506
2015,8,"37210
(36.140869, -86.738847)",RESRESIDENTIAL                SRSRESID. SUPPL.,733088
2015,8,"37219
(36.167467, -86.783669)",COMCOMM > 50 KW,6498840
2015,8,"37143
(36.12259, -87.03587)",RESRESIDENTIAL                SRSRESID. SUPPL.,706808
2015,8,"37227
(36.129798, -86.666977)",COMCOMM > 50 KW,117900
2015,8,"37201
(36.164553, -86.776977)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,246523
2015,8,"37211
(36.069132, -86.724578)",RESRESIDENTIAL                SRSRESID. SUPPL.,7474936
2015,8,"37217
(36.106646, -86.667608)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1146652
2015,8,"37015
(36.29003, -87.070106)",RESRESIDENTIAL                SRSRESID. SUPPL.,814394
2015,8,"37069
(35.985493, -86.899213)",RESRESIDENTIAL                SRSRESID. SUPPL.,972375
2015,8,"37221
(36.064367, -86.96029)",COMCOMM > 50 KW,4444528
2015,8,"37208
(36.176427, -86.805176)",COMCOMM > 50 KW,5888256
2015,8,"37208
(36.176427, -86.805176)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1310251
2015,8,"37122
(36.187906, -86.500085)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,7117
2015,8,"37213
(36.167552, -86.767564)",RESRESIDENTIAL                SRSRESID. SUPPL.,1003
2015,8,"37073
(36.42764, -86.812249)",COMCOMM > 50 KW,54320
2015,8,"37220
(36.06788, -86.776955)",RESRESIDENTIAL                SRSRESID. SUPPL.,2040744
2015,8,"37015
(36.29003, -87.070106)",COMCOMM > 50 KW,4650
2015,8,"37207
(36.224945, -86.775061)",RESRESIDENTIAL                SRSRESID. SUPPL.,8649005
2015,8,"37080
(36.331509, -86.915843)",COMCOMM > 50 KW,599253
2015,8,"37203
(36.150195, -86.790206)",OLMOLB METERED,1760
2015,8,"37213
(36.167552, -86.767564)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,163747
2015,8,"37227
(36.129798, -86.666977)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,387
2015,8,"37072
(36.350389, -86.731255)",SEASEAS =< 50 KW,1320
2015,12,"37138
(36.239455, -86.611783)",RESIDENTIAL,3105842
2015,8,"37205
(36.112469, -86.867263)",RESRESIDENTIAL                SRSRESID. SUPPL.,11295066
2015,8,"37213
(36.167552, -86.767564)",COMCOMM > 50 KW,1753006
2015,8,"37115
(36.262567, -86.704171)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1920673
2015,8,"37210
(36.140869, -86.738847)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,2471607
2015,8,"37201
(36.164553, -86.776977)",COMCOMM > 50 KW,5755819
2015,8,"37217
(36.106646, -86.667608)",COMCOMM > 50 KW,5352523
2015,8,"37013
(36.049335, -86.641832)",COMCOMM > 50 KW,5948530
2015,8,"37208
(36.176427, -86.805176)",RESRESIDENTIAL                SRSRESID. SUPPL.,2555488
2015,8,"37115
(36.262567, -86.704171)",OLMOLB METERED,592
2015,8,"37076
(36.175185, -86.5933)",RESRESIDENTIAL                SRSRESID. SUPPL.,5835953
2015,8,"37207
(36.224945, -86.775061)",OLMOLB METERED,4137
2015,8,"37069
(35.985493, -86.899213)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,5504
2015,8,"37204
(36.109305, -86.776748)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,657933
2015,8,"37215
(36.091316, -86.827959)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1422938
2015,8,"37216
(36.216134, -86.726204)",COMCOMM > 50 KW,3971741
2015,8,"37075
(36.323052, -86.60557)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,2311354
2015,8,"37220
(36.06788, -86.776955)",COMCOMM > 50 KW,631180
2015,8,"37218
(36.210699, -86.866798)",COMCOMM > 50 KW,3307120
2015,8,"37216
(36.216134, -86.726204)",OLMOLB METERED,1480
2015,8,,OLMOLB METERED,6399
2015,8,"37066
(36.387698, -86.459057)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,68776
2015,8,"37086
(36.014912, -86.5643)",OLMOLB METERED,8742
2015,8,"37086
(36.014912, -86.5643)",SEASEAS =< 50 KW,0
2015,8,"37211
(36.069132, -86.724578)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1937720
2015,12,"37152
(36.396526, -86.765833)",COMMERCIAL,11506
2015,8,"37027
(36.00245, -86.778709)",RESRESIDENTIAL                SRSRESID. SUPPL.,7410243
2015,8,"37080
(36.331509, -86.915843)",RESRESIDENTIAL                SRSRESID. SUPPL.,1753652
2015,8,"37204
(36.109305, -86.776748)",OLMOLB METERED,896
2015,8,"37205
(36.112469, -86.867263)",OLMOLB METERED,1200
2015,8,"37218
(36.210699, -86.866798)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,635765
2015,12,"37214
(36.168995, -86.667231)",COMMERCIAL,1190259
2015,8,"37204
(36.109305, -86.776748)",RESRESIDENTIAL                SRSRESID. SUPPL.,2757036
2015,8,"37076
(36.175185, -86.5933)",OLMOLB METERED,0
2015,8,"37027
(36.00245, -86.778709)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1202679
2015,8,"37086
(36.014912, -86.5643)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,629808
2015,8,"37080
(36.331509, -86.915843)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,287111
2015,8,"37073
(36.42764, -86.812249)",RESRESIDENTIAL                SRSRESID. SUPPL.,98999
2015,8,"37152
(36.396526, -86.765833)",COMCOMM > 50 KW,65040
2015,8,"37076
(36.175185, -86.5933)",COMCOMM > 50 KW,6287147
2015,8,"37072
(36.350389, -86.731255)",OLMOLB METERED,7714
2015,7,"37203
(36.150195, -86.790206)",OLMOLB METERED,85
2015,7,"37221
(36.064367, -86.96029)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1072307
2015,7,"37076
(36.175185, -86.5933)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1211121
2015,7,"37069
(35.985493, -86.899213)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,5488
2015,7,"37013
(36.049335, -86.641832)",OLMOLB METERED,4706
2015,7,"37080
(36.331509, -86.915843)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,304897
2015,7,"37027
(36.00245, -86.778709)",RESRESIDENTIAL                SRSRESID. SUPPL.,10522194
2015,7,"37208
(36.176427, -86.805176)",OLMOLB METERED,18421
2015,7,"37189
(36.279393, -86.826731)",OLMOLB METERED,0
2015,7,"37210
(36.140869, -86.738847)",SEASEAS > 50 KW,0
2015,7,"37242
(36.165017, -86.782171)",COMCOMM > 50 KW,384000
2015,7,"37027
(36.00245, -86.778709)",COMCOMM > 50 KW,11623065
2015,7,"37234
(36.159965, -86.783617)",COMCOMM > 50 KW,40
2015,7,"37208
(36.176427, -86.805176)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1401532
2015,12,"37206
(36.18095, -86.739624)",COMMERCIAL,791393
2015,7,"37209
(36.149599, -86.874487)",OLMOLB METERED,15264
2015,7,"37209
(36.149599, -86.874487)",RESRESIDENTIAL                SRSRESID. SUPPL.,5603860
2015,7,"37082
(36.08832, -87.117051)",RESRESIDENTIAL                SRSRESID. SUPPL.,29907
2015,7,"37220
(36.06788, -86.776955)",RESRESIDENTIAL                SRSRESID. SUPPL.,3105944
2015,7,"37219
(36.167467, -86.783669)",COMCOMM > 50 KW,6477731
